,faction,class,name,unit_size,offence,defence,caste,category,special_category,multiplayer_cost,entity_size,key,fly_speed
1268,wh2_main_hef_high_elves,Lord,Imrik,1.0,AP & AL,Armoured,Lord,Halberd Infantry,,1200.0,small,wh2_dlc15_hef_cha_imrik_0,0.0
1269,wh2_main_hef_high_elves,Lord,Archmage (Beasts) on Ithilmar Chariot,1.0,AI,Armoured,Lord,Wizard,,900.0,large,wh2_dlc15_hef_cha_archmage_beasts_2,0.0
1270,wh2_main_hef_high_elves,Lord,Alith Anar,1.0,AP,,Lord,Hybrid-Weapon Infantry,,1100.0,small,wh2_dlc10_hef_cha_alith_anar_0,0.0
1271,wh2_main_hef_high_elves,Lord,Archmage (Beasts) on Great Eagle,1.0,,,Lord,Wizard,,1000.0,large,wh2_dlc15_hef_cha_archmage_beasts_3,110.0
1272,wh2_main_hef_high_elves,Lord,Archmage (Death) on Moon Dragon,1.0,AP,,Lord,Wizard,,2000.0,very_large,wh2_dlc15_hef_cha_archmage_death_4,85.0
1273,wh2_main_hef_high_elves,Lord,Archmage (Fire) on Moon Dragon,1.0,AP,,Lord,Wizard,,2000.0,very_large,wh2_dlc15_hef_cha_archmage_fire_4,85.0
1274,wh2_main_hef_high_elves,Lord,Archmage (High) on Ithilmar Chariot,1.0,AI,Armoured,Lord,Wizard,,900.0,large,wh2_dlc15_hef_cha_archmage_high_2,0.0
1275,wh2_main_hef_high_elves,Lord,Archmage (Fire) on Ithilmar Chariot,1.0,AI,Armoured,Lord,Wizard,,900.0,large,wh2_dlc15_hef_cha_archmage_fire_2,0.0
1276,wh2_main_hef_high_elves,Lord,Prince,1.0,,Armoured & Shielded,Lord,Sword Infantry,,850.0,small,wh2_main_hef_cha_prince_0,0.0
1277,wh2_main_hef_high_elves,Lord,Archmage (Death) on Ithilmar Chariot,1.0,AI,Armoured,Lord,Wizard,,900.0,large,wh2_dlc15_hef_cha_archmage_death_2,0.0
1278,wh2_main_hef_high_elves,Lord,Princess on Griffon,1.0,AP,,Lord,Flying Monstrous Cavalry,,1550.0,very_large,wh2_dlc15_hef_cha_princess_6,90.0
1279,wh2_main_hef_high_elves,Lord,Archmage (Life) on Great Eagle,1.0,,,Lord,Wizard,,1000.0,large,wh2_dlc15_hef_cha_archmage_life_3,110.0
1280,wh2_main_hef_high_elves,Lord,Princess on Star Dragon,1.0,AP,Armoured,Lord,Flying Monster,,2400.0,very_large,wh2_main_hef_cha_princess_5,80.0
1281,wh2_main_hef_high_elves,Lord,Archmage (High) on Moon Dragon,1.0,AP,,Lord,Wizard,,2000.0,very_large,wh2_dlc15_hef_cha_archmage_high_4,85.0
1282,wh2_main_hef_high_elves,Lord,Alarielle the Radiant on Barded Ithilmar Steed,1.0,MA,,Lord,Wizard,,850.0,medium,wh2_dlc10_hef_cha_alarielle_the_radiant_2,0.0
1283,wh2_main_hef_high_elves,Lord,Teclis on Arcane Phoenix,1.0,AP,,Lord,Wizard,,2200.0,large,wh2_dlc15_hef_cha_teclis_2,120.0
1284,wh2_main_hef_high_elves,Lord,Archmage (Metal) on Ithilmar Chariot,1.0,AI,Armoured,Lord,Wizard,,900.0,large,wh2_dlc15_hef_cha_archmage_metal_2,0.0
1285,wh2_main_hef_high_elves,Lord,Archmage (Fire) on Great Eagle,1.0,,,Lord,Wizard,,1000.0,large,wh2_dlc15_hef_cha_archmage_fire_3,110.0
1286,wh2_main_hef_high_elves,Lord,Prince on Barded Ithilmar Steed,1.0,,Armoured & Shielded,Lord,Cavalry,,1100.0,medium,wh2_main_hef_cha_prince_2,0.0
1287,wh2_main_hef_high_elves,Lord,Archmage (Heavens),1.0,,,Lord,Wizard,,450.0,small,wh2_dlc15_hef_cha_archmage_heavens_0,0.0
1288,wh2_main_hef_high_elves,Lord,Archmage (Heavens) on Great Eagle,1.0,,,Lord,Wizard,,1000.0,large,wh2_dlc15_hef_cha_archmage_heavens_3,110.0
1289,wh2_main_hef_high_elves,Lord,Prince on Griffon,1.0,AP,Armoured,Lord,Flying Monstrous Cavalry,,1550.0,very_large,wh2_dlc15_hef_cha_prince_6,90.0
1290,wh2_main_hef_high_elves,Hero,Mage (Heavens) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc10_hef_cha_mage_heavens_1,0.0
1291,wh2_main_hef_high_elves,Hero,Handmaiden of the Everqueen,1.0,AP & AL,,Hero,Hybrid Weapon Specialist,,750.0,small,wh2_dlc10_hef_cha_handmaiden_0,0.0
1292,wh2_main_hef_high_elves,Hero,Mage (Beasts) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc15_hef_cha_mage_beasts_1,0.0
1293,wh2_main_hef_high_elves,Hero,Mage (Metal),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc15_hef_cha_mage_metal_0,0.0
1294,wh2_main_hef_high_elves,Hero,Mage (High) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_main_hef_cha_mage_high_1,0.0
1295,wh2_main_hef_high_elves,Hero,Mage (Shadows),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc10_hef_cha_mage_shadows_0,0.0
1296,wh2_main_hef_high_elves,Hero,Loremaster of Hoeth,1.0,AP,Armoured & Shielded,Hero,Wizard,,800.0,small,wh2_main_hef_cha_loremaster_of_hoeth_0,0.0
1297,wh2_main_hef_high_elves,Hero,Mage (Shadows) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc10_hef_cha_mage_shadows_1,0.0
1298,wh2_main_hef_high_elves,Hero,Mage (Fire),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc15_hef_cha_mage_fire_0,0.0
1299,wh2_main_hef_high_elves,Hero,Mage (Death),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc15_hef_cha_mage_death_0,0.0
1300,wh2_main_hef_high_elves,Hero,Mage (Fire) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc15_hef_cha_mage_fire_1,0.0
1301,wh2_main_hef_high_elves,Hero,Hand of the Shadow Crown,1.0,AP,,Hero,Assassin,,1200.0,small,wh2_dlc10_hef_cha_shadow_walker,0.0
1302,wh2_main_hef_high_elves,Hero,Mage (Death) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc15_hef_cha_mage_death_1,0.0
1303,wh2_main_hef_high_elves,Hero,Noble on Ithilmar Chariot,1.0,AI,Armoured,Hero,Melee Specialist,,1050.0,large,wh2_main_hef_cha_noble_4,0.0
1304,wh2_main_hef_high_elves,Hero,Mage (Fire) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc15_hef_cha_mage_fire_2,0.0
1305,wh2_main_hef_high_elves,Hero,Noble on Barded Ithilmar Steed,1.0,AP & AL,Armoured,Hero,Melee Specialist,,850.0,medium,wh2_main_hef_cha_noble_2,0.0
1306,wh2_main_hef_high_elves,Hero,Noble,1.0,AP & AL,Armoured,Hero,Melee Specialist,,600.0,small,wh2_main_hef_cha_noble_0,0.0
1307,wh2_main_hef_high_elves,Hero,Noble on Great Eagle,1.0,,,Hero,Melee Specialist,,1100.0,large,wh2_main_hef_cha_noble_3,110.0
1308,wh2_main_hef_high_elves,Hero,Mage (High),1.0,,,Hero,Wizard,,300.0,small,wh2_main_hef_cha_mage_high_0,0.0
1309,wh2_main_hef_high_elves,Hero,Mage (High) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_main_hef_cha_mage_high_4,0.0
1310,wh2_main_hef_high_elves,Hero,Mage (Life) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_main_hef_cha_mage_life_4,0.0
1311,wh2_main_hef_high_elves,Hero,Mage (Metal) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc15_hef_cha_mage_metal_2,0.0
1312,wh2_main_hef_high_elves,Hero,Mage (Light),1.0,,,Hero,Wizard,,300.0,small,wh2_main_hef_cha_mage_light_0,0.0
1313,wh2_main_hef_high_elves,Hero,Mage (Beasts),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc15_hef_cha_mage_beasts_0,0.0
1314,wh2_main_hef_high_elves,Hero,Mage (Fire) on Sun Dragon,1.0,AP,,Hero,Wizard,,1750.0,very_large,wh2_dlc15_hef_cha_mage_fire_3,95.0
1315,wh2_main_hef_high_elves,Hero,Mage (Heavens) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc10_hef_cha_mage_heavens_2,0.0
1316,wh2_main_hef_high_elves,Hero,Mage (Beasts) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc15_hef_cha_mage_beasts_2,0.0
1317,wh2_main_hef_high_elves,Hero,Mage (Light) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_main_hef_cha_mage_light_1,0.0
1318,wh2_main_hef_high_elves,Hero,Mage (Shadows) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc10_hef_cha_mage_shadows_2,0.0
1319,wh2_main_hef_high_elves,Hero,Mage (Light) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_main_hef_cha_mage_light_4,0.0
1320,wh2_main_hef_high_elves,Hero,Handmaiden of the Everqueen on Barded Ithilmar Steed,1.0,AP & AL,,Hero,Hybrid Weapon Specialist,,1000.0,medium,wh2_dlc10_hef_cha_handmaiden_2,0.0
1321,wh2_main_hef_high_elves,Hero,Mage (Life) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_main_hef_cha_mage_life_1,0.0
1322,wh2_main_hef_high_elves,Hero,Mage (Heavens),1.0,,,Hero,Wizard,,300.0,small,wh2_dlc10_hef_cha_mage_heavens_0,0.0
1323,wh2_main_hef_high_elves,Hero,Mage (Life),1.0,,,Hero,Wizard,,300.0,small,wh2_main_hef_cha_mage_life_0,0.0
1324,wh2_main_hef_high_elves,Hero,Mage (Metal) on Barded Ithilmar Steed,1.0,,,Hero,Wizard,,550.0,medium,wh2_dlc15_hef_cha_mage_metal_1,0.0
1325,wh2_main_hef_high_elves,Hero,Mage (Death) on Ithilmar Chariot,1.0,AI,Armoured,Hero,Wizard,,750.0,large,wh2_dlc15_hef_cha_mage_death_2,0.0
1326,wh2_main_hef_high_elves,Melee Infantry,Rangers,120.0,AI,,Melee Infantry,Dual Sword Infantry,,600.0,small,wh2_dlc15_hef_inf_rangers_0,0.0
1327,wh2_main_hef_high_elves,Melee Infantry,Spearmen,120.0,AL,Shielded,Melee Infantry,Spear Infantry,,500.0,small,wh2_main_hef_inf_spearmen_0,0.0
1328,wh2_main_hef_high_elves,Melee Infantry,Phoenix Guard,100.0,AP & AL,Armoured,Melee Infantry,Halberd Infantry,,1300.0,small,wh2_main_hef_inf_phoenix_guard,0.0
1329,wh2_main_hef_high_elves,Melee Infantry,The Scions of Mathlann (Spearmen),120.0,AL,Shielded,Melee Infantry,Spear Infantry,renown,800.0,small,wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0,0.0
1330,wh2_main_hef_high_elves,Melee Infantry,The Puremane Company (White Lions of Chrace),100.0,AP,Armoured,Melee Infantry,Great Axe Infantry,renown,1000.0,small,wh2_dlc10_hef_inf_the_silverpelts_ror_0,0.0
1331,wh2_main_hef_high_elves,Melee Infantry,Silverin Guard,120.0,AL,Armoured & Shielded,Melee Infantry,Spear Infantry,,850.0,small,wh2_dlc15_hef_inf_silverin_guard_0,0.0
1332,wh2_main_hef_high_elves,Melee Infantry,Dryads,100.0,MA,,Melee Infantry,Creature Infantry,,550.0,small,wh2_dlc10_hef_inf_dryads_0,0.0
1333,wh2_main_hef_high_elves,Melee Infantry,Keepers of the Flame (Phoenix Guard),100.0,AP & AL,Armoured,Melee Infantry,Halberd Infantry,renown,1500.0,small,wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0,0.0
1334,wh2_main_hef_high_elves,Melee Infantry,Swordmasters of Hoeth,100.0,AP,Armoured & Shielded,Melee Infantry,Greatsword Infantry,,1300.0,small,wh2_main_hef_inf_swordmasters_of_hoeth_0,0.0
1335,wh2_main_hef_high_elves,Melee Infantry,Athel Tamarha Faithbearers,120.0,,Armoured & Shielded,Melee Infantry,Mistwalker Sword Infantry,mistwalker,1000.0,small,wh2_dlc15_hef_inf_mistwalkers_faithbearers_0,0.0
1336,wh2_main_hef_high_elves,Hybrid Infantry,Gate Guard,90.0,AL,,Melee Infantry,Missile & Spear Infantry,,850.0,small,wh2_main_hef_inf_gate_guard,0.0
1337,wh2_main_hef_high_elves,Melee Infantry,White Lions of Chrace,100.0,AP,Armoured,Melee Infantry,Great Axe Infantry,,800.0,small,wh2_main_hef_inf_white_lions_of_chrace_0,0.0
1338,wh2_main_hef_high_elves,Hybrid Infantry,Lothern Sea Guard,90.0,AL,,Missile Infantry,Missile & Spear Infantry,,650.0,small,wh2_main_hef_inf_lothern_sea_guard_0,0.0
1339,wh2_main_hef_high_elves,Hybrid Infantry,Shadow-walkers,60.0,AI,,Missile Infantry,Missile Infantry,,1000.0,small,wh2_dlc10_hef_inf_shadow_walkers_0,0.0
1340,wh2_main_hef_high_elves,Hybrid Infantry,Talons of Tor Caleda (Archers – Light Armour),90.0,,,Missile Infantry,Missile Infantry,renown,675.0,small,wh2_dlc15_hef_inf_archers_ror_0,0.0
1341,wh2_main_hef_high_elves,Hybrid Infantry,Spire Guard of Tor Yvresse,80.0,AL,Armoured,Missile Infantry,Mistwalker Hybrid Infantry,mistwalker,850.0,small,wh2_dlc15_hef_inf_mistwalkers_spireguard_0,0.0
1342,wh2_main_hef_high_elves,Hybrid Infantry,Everqueen's Court Guards (Sisters of Avelorn),80.0,AP,,Missile Infantry,Missile Infantry,renown,1300.0,small,wh2_dlc10_hef_inf_everqueens_court_guards_ror_0,0.0
1343,wh2_main_hef_high_elves,Hybrid Infantry,Shadow Warriors,80.0,,,Missile Infantry,Missile Infantry,,850.0,small,wh2_dlc10_hef_inf_shadow_warriors_0,0.0
1344,wh2_main_hef_high_elves,Hybrid Infantry,The Skyhawks,60.0,AI,Armoured,Missile Infantry,Mistwalker Hybrid Infantry,mistwalker,1100.0,small,wh2_dlc15_hef_inf_mistwalkers_skyhawks_0,0.0
1345,wh2_main_hef_high_elves,Missile Infantry,Archers (Light Armour),90.0,,,Missile Infantry,Missile Infantry,,475.0,small,wh2_main_hef_inf_archers_1,0.0
1346,wh2_main_hef_high_elves,Hybrid Infantry,Sentinels of Astaril,80.0,AP & AL,Armoured & Shielded,Missile Infantry,Mistwalker Hybrid Infantry,mistwalker,750.0,small,wh2_dlc15_hef_inf_mistwalkers_sentinels_0,0.0
1347,wh2_main_hef_high_elves,Hybrid Infantry,Lothern Sea Guard (Shields),90.0,AL,Shielded,Missile Infantry,Missile & Spear Infantry,,750.0,small,wh2_main_hef_inf_lothern_sea_guard_1,0.0
1348,wh2_main_hef_high_elves,Hybrid Infantry,The Storm Riders (Lothern Sea Guard),90.0,AL,,Missile Infantry,Missile & Spear Infantry,renown,800.0,small,wh2_dlc10_hef_inf_the_storm_riders_ror_0,0.0
1349,wh2_main_hef_high_elves,Hybrid Infantry,Sisters of Avelorn,80.0,AP,,Missile Infantry,Missile Infantry,,1100.0,small,wh2_dlc10_hef_inf_sisters_of_avelorn_0,0.0
1350,wh2_main_hef_high_elves,Hybrid Infantry,The Grey (Shadow Warriors),80.0,,,Missile Infantry,Missile Infantry,renown,1050.0,small,wh2_dlc10_hef_inf_the_grey_ror_0,0.0
1351,wh2_main_hef_high_elves,Missile Infantry,Archers,90.0,,,Missile Infantry,Missile Infantry,,450.0,small,wh2_main_hef_inf_archers_0,0.0
1352,wh2_main_hef_high_elves,Melee Cavalry,The Fireborn (Dragon Princes),60.0,AL,Armoured & Shielded,Melee Cavalry,Shock Cavalry,renown,1800.0,medium,wh2_dlc10_hef_cav_the_fireborn_ror_0,0.0
1353,wh2_main_hef_high_elves,Melee Cavalry,Ellyrian Reavers,60.0,,,Melee Cavalry,Shock Cavalry,,550.0,medium,wh2_main_hef_cav_ellyrian_reavers_0,0.0
1354,wh2_main_hef_high_elves,Melee Cavalry,Silver Helms,60.0,,Armoured,Melee Cavalry,Shock Cavalry,,900.0,medium,wh2_main_hef_cav_silver_helms_0,0.0
1355,wh2_main_hef_high_elves,Melee Cavalry,Dragon Princes,60.0,,Armoured & Shielded,Melee Cavalry,Shock Cavalry,,1400.0,medium,wh2_main_hef_cav_dragon_princes,0.0
1356,wh2_main_hef_high_elves,Melee Cavalry,Silver Helms (Shields),60.0,,Armoured & Shielded,Melee Cavalry,Shock Cavalry,,1000.0,medium,wh2_main_hef_cav_silver_helms_1,0.0
1357,wh2_main_hef_high_elves,Missile Cavalry,Heralds of the Wind (Ellyrian Reavers - Bows),60.0,,,Missile Cavalry,Missile Cavalry,renown,800.0,medium,wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0,0.0
1358,wh2_main_hef_high_elves,Missile Cavalry,Ellyrian Reaver Archers,60.0,,,Missile Cavalry,Missile Cavalry,,600.0,medium,wh2_main_hef_cav_ellyrian_reavers_1,0.0
1359,wh2_main_hef_high_elves,Chariot,Tiranoc Chariots,4.0,AI,Armoured,Chariot,Missile Chariot,,900.0,large,wh2_main_hef_cav_tiranoc_chariot,0.0
1360,wh2_main_hef_high_elves,Chariot,Ithilmar Chariots,4.0,AI,Armoured,Chariot,Chariot,,950.0,large,wh2_main_hef_cav_ithilmar_chariot,0.0
1361,wh2_main_hef_high_elves,Chariot,Lion Chariots of Chrace,4.0,AP,Armoured,Chariot,Monstrous Chariot,,1250.0,medium,wh2_dlc15_hef_veh_lion_chariot_of_chrace_0,0.0
1362,wh2_main_hef_high_elves,War Beast,Rahagra's Pride (War Lions of Chrace),24.0,AP,,War Beast,War Beasts,renown,1050.0,medium,wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0,0.0
1363,wh2_main_hef_high_elves,War Beast,War Lions of Chrace,24.0,AP,,War Beast,War Beasts,,825.0,medium,wh2_dlc15_hef_mon_war_lions_of_chrace_0,0.0
1364,wh2_main_hef_high_elves,Monstrous Infantry,Tree Kin,16.0,MA,Armoured,Monstrous Infantry,Monstrous Infantry,,900.0,large,wh2_dlc10_hef_mon_treekin_0,0.0
1365,wh2_main_hef_high_elves,Flying Cavalry,Knights of Tor Gaval,4.0,AP,Armoured,Monstrous Cavalry,Mistwalker Monstrous Cavalry,mistwalker,2600.0,very_large,wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0,90.0
1366,wh2_main_hef_high_elves,Flying Monster,Moon Dragon,1.0,AP,,Monster,Flying Monster,,1800.0,very_large,wh2_main_hef_mon_moon_dragon,85.0
1367,wh2_main_hef_high_elves,Flying Monster,Flamespyre Phoenix,1.0,AP,,Monster,Monstrous Beast,,1350.0,large,wh2_main_hef_mon_phoenix_flamespyre,120.0
1368,wh2_main_hef_high_elves,Flying Monster,Frostheart Phoenix,1.0,AP,Armoured,Monster,Monstrous Beast,,1500.0,large,wh2_main_hef_mon_phoenix_frostheart,100.0
1369,wh2_main_hef_high_elves,Flying Monster,Ymwrath the Eternal,1.0,AP & AL,Armoured,Monster,Flying Monster,,2400.0,very_large,wh2_dlc15_hef_mon_star_dragon_imrik,80.0
1370,wh2_main_hef_high_elves,Flying Monster,Shackolot the Calamity,1.0,AP,Armoured,Monster,Flying Monster,,2200.0,very_large,wh2_dlc15_hef_mon_black_dragon_imrik,90.0
1371,wh2_main_hef_high_elves,Monster,Treeman,1.0,AP,Armoured,Monster,Monster,,1500.0,very_large,wh2_dlc10_hef_mon_treeman_0,0.0
1372,wh2_main_hef_high_elves,Flying Monster,Arcane Phoenix,1.0,AP,,Monster,Flying Monster,,1850.0,large,wh2_dlc15_hef_mon_arcane_phoenix_0,120.0
1373,wh2_main_hef_high_elves,Flying Monster,"Bruwor, Protector of Life",1.0,AP,Armoured,Monster,Flying Monster,,1700.0,very_large,wh2_dlc15_hef_mon_forest_dragon_imrik,90.0
1374,wh2_main_hef_high_elves,Flying Monster,Great Eagle,1.0,,,Monster,Monstrous Beast,,800.0,large,wh2_main_hef_mon_great_eagle,110.0
1375,wh2_main_hef_high_elves,Flying Monster,Omen of Asuryan (Arcane Phoenix),1.0,AP,,Monster,Flying Monster,renown,2250.0,large,wh2_dlc15_hef_mon_arcane_phoenix_ror_0,120.0
1376,wh2_main_hef_high_elves,Flying Monster,Star Dragon,1.0,AP,Armoured,Monster,Flying Monster,,2200.0,very_large,wh2_main_hef_mon_star_dragon,80.0
1377,wh2_main_hef_high_elves,Flying Monster,Sun Dragon,1.0,AP,,Monster,Flying Monster,,1600.0,very_large,wh2_main_hef_mon_sun_dragon,95.0
1378,wh2_main_hef_high_elves,Flying Monster,"Gordinar, Champion of the Flame",1.0,AP,Armoured,Monster,Flying Monster,,1800.0,very_large,wh2_dlc15_hef_mon_sun_dragon_imrik,95.0
1379,wh2_main_hef_high_elves,Flying Monster,Lamoureux the Frozen Breath,1.0,AP,Armoured,Monster,Flying Monster,,2000.0,very_large,wh2_dlc15_hef_mon_moon_dragon_imrik,85.0
1380,wh2_main_hef_high_elves,Artillery,Eagle Claw Bolt Throwers,4.0,AP,,War Machine,Field Artillery,,700.0,very_large,wh2_main_hef_art_eagle_claw_bolt_thrower,0.0
1381,wh_main_grn_greenskins,Lord,Orc Warboss on Wyvern,1.0,AP,,Lord,Flying Monster,,1650.0,very_large,wh_main_grn_cha_orc_warboss_1,110.0
1382,wh_main_grn_greenskins,Lord,Grimgor Ironhide,1.0,AP,Armoured,Lord,Great Axe Infantry,,1400.0,small,wh_main_grn_cha_grimgor_ironhide,0.0
1383,wh_main_grn_greenskins,Lord,Azhag the Slaughterer on Skullmuncha,1.0,AP,,Lord,Wizard,,1750.0,very_large,wh_main_grn_cha_azhag_the_slaughterer_1,110.0
1384,wh_main_grn_greenskins,Lord,Wurrzag,1.0,,,Lord,Wizard,,700.0,small,wh_dlc06_grn_cha_wurrzag_0,0.0
1385,wh_main_grn_greenskins,Lord,Night Goblin Warboss on Great Cave Squig,1.0,AP,Shielded,Lord,Cavalry,,1000.0,medium,wh_dlc06_grn_cha_night_goblin_warboss_1,0.0
1386,wh_main_grn_greenskins,Lord,Azhag the Slaughterer,1.0,AP,,Lord,Wizard,,950.0,small,wh_main_grn_cha_azhag_the_slaughterer_0,0.0
1387,wh_main_grn_greenskins,Lord,Goblin Great Shaman,1.0,,,Lord,Wizard,,450.0,small,wh_main_grn_cha_goblin_great_shaman_0,0.0
1388,wh_main_grn_greenskins,Lord,Skarsnik,1.0,AP & AL,,Lord,Halberd Infantry,,1200.0,small,wh_dlc06_grn_cha_skarsnik_0,0.0
1389,wh_main_grn_greenskins,Lord,Wurrzag on Spleenrippa,1.0,AP,,Lord,Wizard,,1000.0,medium,wh_dlc06_grn_cha_wurrzag_1,0.0
1390,wh_main_grn_greenskins,Lord,Goblin Great Shaman on Giant Wolf,1.0,,,Lord,Wizard,,650.0,medium,wh_main_grn_cha_goblin_great_shaman_1,0.0
1391,wh_main_grn_greenskins,Lord,Orc Warboss,1.0,AP,Shielded,Lord,Sword Infantry,,1000.0,small,wh_main_grn_cha_orc_warboss_0,0.0
1392,wh_main_grn_greenskins,Lord,Goblin Great Shaman on Goblin Wolf Chariot,1.0,AI,,Lord,Wizard,,850.0,medium,wh_main_grn_cha_goblin_great_shaman_2,0.0
1393,wh_main_grn_greenskins,Lord,Orc Warboss on Orc Boar Chariot,1.0,AP,Armoured & Shielded,Lord,Chariot,,1500.0,medium,wh_main_grn_cha_orc_warboss_3,0.0
1394,wh_main_grn_greenskins,Lord,Grom the Paunch,1.0,AI,Armoured,Lord,Chariot,,1500.0,medium,wh2_dlc15_grn_cha_grom_the_paunch_0,0.0
1395,wh_main_grn_greenskins,Lord,Goblin Great Shaman on Arachnarok Spider (Catchweb Spidershrine),1.0,AP & AL,Armoured,Lord,Wizard,,2050.0,very_large,wh2_twa01_grn_cha_goblin_great_shaman_3,0.0
1396,wh_main_grn_greenskins,Lord,Night Goblin Warboss,1.0,,Shielded,Lord,Sword Infantry,,550.0,small,wh_dlc06_grn_cha_night_goblin_warboss_0,0.0
1397,wh_main_grn_greenskins,Lord,Orc Warboss on Warboar,1.0,AP,Shielded,Lord,Cavalry,,1300.0,medium,wh_main_grn_cha_orc_warboss_2,0.0
1398,wh_main_grn_greenskins,Hero,Black Orc Big Boss on Warboar,1.0,AP,Armoured & Shielded,Hero,Melee Specialist,,1125.0,medium,wh2_pro09_grn_cha_black_orc_big_boss_1,0.0
1399,wh_main_grn_greenskins,Hero,Black Orc Big Boss,1.0,,Armoured & Shielded,Hero,Melee Specialist,,825.0,small,wh2_pro09_grn_cha_black_orc_big_boss_0,0.0
1400,wh_main_grn_greenskins,Hero,Orc Shaman on Warboar,1.0,AP,,Hero,Wizard,,600.0,medium,wh_main_grn_cha_orc_shaman_1,0.0
1401,wh_main_grn_greenskins,Hero,Giant River Troll Hag,1.0,AP,,Hero,Wizard,,700.0,large,wh2_dlc15_grn_cha_river_troll_hag_0,0.0
1402,wh_main_grn_greenskins,Hero,Goblin Big Boss on Giant Spider,1.0,,Shielded,Hero,Melee Specialist,,500.0,medium,wh_main_grn_cha_goblin_big_boss_2,0.0
1403,wh_main_grn_greenskins,Hero,Goblin Big Boss,1.0,,Shielded,Hero,Melee Specialist,,250.0,small,wh_main_grn_cha_goblin_big_boss_0,0.0
1404,wh_main_grn_greenskins,Hero,Orc Shaman,1.0,,,Hero,Wizard,,300.0,small,wh_main_grn_cha_orc_shaman_0,0.0
1405,wh_main_grn_greenskins,Hero,Night Goblin Shaman,1.0,,,Hero,Wizard,,250.0,small,wh_main_grn_cha_night_goblin_shaman,0.0
1406,wh_main_grn_greenskins,Hero,Goblin Big Boss on Giant Wolf,1.0,,Shielded,Hero,Melee Specialist,,400.0,medium,wh_main_grn_cha_goblin_big_boss_1,0.0
1407,wh_main_grn_greenskins,Hero,Goblin Big Boss on Goblin Wolf Chariot,1.0,AI,Shielded,Hero,Melee Specialist,,600.0,medium,wh_main_grn_cha_goblin_big_boss_4,0.0
1408,wh_main_grn_greenskins,War Beast,Spider Hatchlings,60.0,,,Melee Infantry,Spider,,250.0,very_small,wh_dlc06_grn_mon_spider_hatchlings_0,0.0
1409,wh_main_grn_greenskins,Melee Infantry,Da Eight Peak Loonies (Night Goblins – Fanatics),160.0,,Shielded,Melee Infantry,Sword Infantry,renown,735.0,small,wh_dlc06_grn_inf_da_eight_peaks_loonies_0,0.0
1410,wh_main_grn_greenskins,Melee Infantry,Nasty Skulkers,160.0,AP,,Melee Infantry,Sneaky Infantry,,500.0,small,wh_dlc06_grn_inf_nasty_skulkers_0,0.0
1411,wh_main_grn_greenskins,Melee Infantry,Night Goblins,160.0,,Shielded,Melee Infantry,Sword Infantry,,400.0,small,wh_main_grn_inf_night_goblins,0.0
1412,wh_main_grn_greenskins,Melee Infantry,Night Goblins (Fanatics),160.0,,Shielded,Melee Infantry,Sword Infantry,,525.0,small,wh_main_grn_inf_night_goblin_fanatics,0.0
1413,wh_main_grn_greenskins,Melee Infantry,Savage Orc Big 'Uns,100.0,AL,,Melee Infantry,Axe Infantry,,850.0,small,wh_main_grn_inf_savage_orc_big_uns,0.0
1414,wh_main_grn_greenskins,Monster,Soopa-Squig!,1.0,AP,,Melee Infantry,Exploding Monster,elector_counts,425.0,medium,wh_dlc06_grn_inf_squig_explosive_0,0.0
1415,wh_main_grn_greenskins,War Beast,Squig Herd,40.0,AP,,Melee Infantry,War Beasts,,350.0,medium,wh_dlc06_grn_inf_squig_herd_0,0.0
