key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_all_und	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_shadows	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine	1	wh3_dlc20_chs_mon_warshrine		1	none	wh_main_unit_short_text_chs_chaos_sorcerer_fire	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_mage_highvalue	False	False	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	10	wh2_main_heavy_metal_80	2100	inf_melee	20	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_msla	hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	42	40	60	7024		0	wh_main_chs_sword_caster_hero		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_slaanesh_msla	wh_main_infantry_large	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	5	15	0	melee_mage_highvalue	False	True	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	10	wh2_main_heavy_metal_100	2100	war_beast	40	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_msla	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_rider_slaanesh_msla	42	40	60	7920	wh3_dlc20_chs_mnt_chaos_steed_msla_lords	1	wh_main_chs_sword_caster_hero		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_slaanesh_msla	wh_main_cavalry_chaotic	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	5	15	0	mage_flanker_highvalue	False	False	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_msla	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine_msla	1	wh3_dlc20_chs_mon_warshrine		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_slaanesh_msla	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	5	15	0	melee_mage_highvalue	False	False	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	10	wh2_main_heavy_metal_80	2100	inf_melee	20	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_lord_mtze	hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	42	40	60	7024		0	wh3_dlc20_chs_sword_caster_hero_mtze		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_tzeentch_mtze	wh_main_infantry_large	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_mage_highvalue	False	True	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	10	wh2_main_heavy_metal_100	2100	war_beast	40	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_lord_mtze	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_rider_tzeentch_mtze	42	40	60	7920	wh3_dlc20_chs_mnt_chaos_steed_mtze_sorcerer_lords	1	wh3_dlc20_chs_sword_caster_hero_mtze		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_tzeentch_mtze	wh_main_cavalry_chaotic	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_flanker_highvalue	False	False	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	10	wh2_main_heavy_metal_80	2100	inf_melee	35	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_lord_mtze	hu1c_wh3_dlc20_tzeentch_sorcerer_wm_disc01_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	48	44	60	7920		0	wh3_dlc20_chs_sword_caster_hero_mtze		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_tzeentch_mtze	wh_main_monstrous_beasts	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_dlc20_unit_long_text_chs_chaos_sorcerer_lord_mtze	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine_mtze	1	wh3_dlc20_chs_mon_warshrine_mtze		1	none	wh3_dlc20_unit_short_text_chs_chaos_sorcerer_tzeentch_mtze	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_mage_highvalue	False	False	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_chs_cha_cultist_msla_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_main_unit_long_text_sla_cha_cultist_0	hu1_dlc20_wsh1_warshrine_cultist_of_slaanesh_dual_sword	wh_main_infantry_standard_large_hero_blood	35	30	65	22468	wh3_dlc20_chs_mnt_warshrine_msla	1	wh3_dlc20_chs_mon_warshrine_msla		1	none	wh3_main_unit_short_text_sla_cha_cultist	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_cultist_msla_warshrine	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1	large	0	0	0	0	0	5	15	0	melee_gatecrusher_shock	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_daemon_prince	10	wh2_main_body_30	2100	inf_melee	50	com	wh3_main_unit_long_text_dae_cha_daemon_prince_0	hu10e_dlc20_daemon_prince_1h_noarmoury	wh3_dlc20_chs_cha_daemon_prince	55	55	80	15184		0	wh3_dlc20_chs_daemon_prince		1	none	wh3_main_unit_short_text_dae_cha_daemon_prince_0	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_daemon_prince	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	20	0	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_daemon_prince_mkho	10	wh2_dlc15_heavy_metal_60	2100	inf_melee	50	com	wh3_dlc20_unit_long_text_chs_daemon_prince_mkho	hu10e_dlc20_daemon_prince_1h_noarmoury	wh3_dlc20_chs_cha_daemon_prince_mkho	55	50	80	15184		0	wh3_dlc20_chs_daemon_prince_mkho		1	none	wh3_dlc20_unit_short_text_chs_daemon_prince_mkho	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_daemon_prince_mkho	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	35	0	20	0	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_daemon_prince_mnur	10	wh2_main_body_30	2100	inf_melee	50	com	wh3_dlc20_unit_long_text_chs_daemon_prince_mnur	hu10e_dlc20_daemon_prince_2h_noarmoury	wh3_dlc20_chs_cha_daemon_prince_mnur	50	60	80	16704		0	wh3_dlc20_chs_daemon_prince_mnur		1	none	wh3_dlc20_unit_short_text_chs_daemon_prince_mnur	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_daemon_prince_mnur	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	20	0	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_daemon_prince_msla	10	wh2_main_body_30	2100	inf_melee	50	com	wh3_dlc20_unit_long_text_chs_daemon_prince_msla	hu10e_dlc20_daemon_prince_1h_noarmoury	wh3_dlc20_chs_cha_daemon_prince_msla	55	55	80	15184		0	wh3_dlc20_chs_daemon_prince_msla		1	none	wh3_dlc20_unit_short_text_chs_daemon_prince_msla	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_daemon_prince_msla	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	25	0	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_daemon_prince_mtze	10	wh2_main_body_30	2100	inf_melee	50	com	wh3_dlc20_unit_long_text_chs_daemon_prince_mtze	hu10e_dlc20_daemon_prince_1h_noarmoury	wh3_dlc20_chs_cha_daemon_prince_mtze	55	55	80	15184		0	wh3_dlc20_chs_daemon_prince_mtze		1	none	wh3_dlc20_unit_short_text_chs_daemon_prince_mtze	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_daemon_prince_mtze	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	20	0	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mkho	10	wh2_main_heavy_metal_110	2100	inf_melee	45	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mkho	hu1c_khorne_dual_axe	wh3_dlc20_chs_cha_lord_hero	60	40	70	8120		0	wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mkho	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mkho	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	small	0	0	0	35	0	0	15	0	melee_highvalue	False	True	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	10	wh2_main_heavy_metal_130	2100	war_beast	60	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mkho	hu1c_wh3_dlc20_hr1_glhh_dual_axe	wh3_dlc20_chs_cha_lord_hero	60	40	70	9328	wh3_dlc20_chs_mnt_chaos_steed_mkho_lords	1	wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mkho	wh_main_cavalry_chaotic	trained			True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	large	0	0	0	35	0	0	15	0	melee_cav_shock_highvalue	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	10	wh2_main_heavy_metal_130	2100	war_machine	80	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mkho	hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	wh3_dlc20_chs_cha_lord_hero	40	15	70	10024	wh3_main_kho_mnt_gorebeast	1	wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe_gorebeast_chariot		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mkho	wh_main_chariot	trained	wh_dlc01_chs_chariot_gorebeast	wh3_main_kho_gorebeast_chariot	True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	large	0	0	0	35	1	0	15	0	melee_flanker_shock	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	10	wh2_main_heavy_metal_130	2100	cavalry	70	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mkho	hu1c_dlc20_chaos_lord_hq4_juggernaut_dual_axe	wh3_dlc20_chs_cha_lord_hero	63	42	70	10520	wh3_dlc20_chs_mnt_juggernaut_lord	1	wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe_juggernaut		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mkho	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	large	0	0	0	35	0	0	15	0	melee_cav_shock_highvalue	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mnur	10	wh2_main_heavy_metal_100	2100	inf_melee	35	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mnur	hu1c_chaos_2handed_axe	wh3_dlc20_chs_cha_hero_mnur	50	50	70	8932		0	wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mnur	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mnur	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_highvalue	False	True	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	10	wh2_main_heavy_metal_110	2100	war_machine	75	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mnur	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_cha_hero_mnur	35	25	70	10664	wh3_dlc20_chs_mnt_chaos_steed_mnur_chariots	2	wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe_chariot		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mnur	wh_main_chariot	trained	wh_main_chs_chariot_horse	wh3_dlc20_chs_chariot_mnur_large_draught	True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	melee_flanker_shock_highvalue	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	10	wh2_main_heavy_metal_120	2100	war_beast	50	com	wh3_dlc20_unit_long_text_chs_exalted_hero_mnur	hu1c_wh3_dlc20_hr1_glhh_2handed_axe	wh3_dlc20_chs_cha_hero_mnur	50	50	70	10260	wh3_dlc20_chs_mnt_chaos_steed_mnur_lords	1	wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe		1	none	wh3_dlc20_unit_short_text_chs_exalted_hero_mnur	wh_main_cavalry_chaotic	trained			True	40	1500	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False	False	high	high	domination_characters			melee	1	1	False
wh3_dlc20_chs_mon_giant_mnur_ror	10	wh2_main_body_50	2100	inf_melee	40	inf_mel	wh_main_unit_long_text_chs_chaos_giant	hu4_giant_club	wh3_dlc20_nur_monster_giant_blood	73	43	110	27748		0	wh3_dlc20_club_giant_ror		1	none	wh3_dlc20_unit_short_text_chs_mon_giant_mnur_ror	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_giant_mnur_ror	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	melee_gatecrusher	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_chs_mon_warshrine	10	wh2_main_body_60	2100	war_beast	25	inf_mel	wh3_dlc20_unit_long_text_chs_mon_warshrine	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh_main_infantry_rider	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine	1	wh3_dlc20_chs_mon_warshrine		1	none	wh3_dlc20_unit_short_text_chs_mon_warshrine	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_warshrine	60	80	0	vo_sel_generic	vo_sel_generic	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_chs_mon_warshrine_mkho	10	wh2_main_body_70	2100	war_beast	25	inf_mel	wh3_dlc20_unit_long_text_chs_mon_warshrine	hu1c_wh3_dlc20_wsh1_warshrine_axe	wh_main_infantry_rider	35	25	60	22468	wh3_dlc20_chs_mnt_warshrine_mkho	1	wh3_dlc20_chs_mon_warshrine_mkho		1	none	wh3_dlc20_unit_short_text_chs_mon_warshrine_mkho	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_warshrine_mkho	60	80	0	vo_sel_generic	vo_sel_generic	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	35	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_chs_mon_warshrine_mnur	10	wh2_main_body_60	2100	war_beast	25	inf_mel	wh3_dlc20_unit_long_text_chs_mon_warshrine	hu1c_wh3_dlc20_wsh1_warshrine_axe	wh_main_infantry_rider	30	35	60	24720	wh3_dlc20_chs_mnt_warshrine_mnur	1	wh3_dlc20_chs_mon_warshrine_mnur		1	none	wh3_dlc20_unit_short_text_chs_mon_warshrine_mnur	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_warshrine_mnur	60	80	0	vo_sel_generic	vo_sel_generic	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_chs_mon_warshrine_msla	10	wh2_main_body_60	2100	war_beast	25	inf_mel	wh3_dlc20_unit_long_text_chs_mon_warshrine	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh_main_infantry_rider	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine_msla	1	wh3_dlc20_chs_mon_warshrine_msla		1	none	wh3_dlc20_unit_short_text_chs_mon_warshrine_msla	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_warshrine_msla	60	80	0	vo_sel_generic	vo_sel_generic	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	0	0	5	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_chs_mon_warshrine_mtze	10	wh2_main_body_60	2100	war_beast	25	inf_mel	wh3_dlc20_unit_long_text_chs_mon_warshrine	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh_main_infantry_rider	35	30	60	22468	wh3_dlc20_chs_mnt_warshrine_mtze	1	wh3_dlc20_chs_mon_warshrine_mtze		1	none	wh3_dlc20_unit_short_text_chs_mon_warshrine_mtze	wh_main_monster	trained			True	40	1500	wh3_dlc20_chs_mon_warshrine_mtze	60	80	0	vo_sel_generic	vo_sel_generic	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_monsters			melee	1	1	False
wh3_dlc20_kho_cav_skullcrushers_mkho_ror	10	wh2_main_heavy_metal_130	2100	cavalry	70	cav_shk	wh3_main_unit_long_text_kho_cav_skullcrushers_0	hu1c_dlc20_chaos_lord_hq4_juggernaut_dual_axe	wh3_dlc20_skullcrusher_rider_blood_dismembers	54	52	85	237	wh3_dlc20_chs_mnt_juggernaut_skullcrusher_ror	64	wh3_dlc20_kho_skullcrusher_ror		2	none	wh3_dlc20_unit_short_text_kho_cav_skullcrushers_mkho_ror	wh3_main_skullcrushers	trained			True	40	1500	wh3_dlc20_kho_cav_skullcrushers_mkho_ror	60	80	0	vo_sel_kho_skullcrushers	vo_sel_cavalry	vo_sel_dlc20_chaos_faction_leader	1	large	0	0	0	35	0	0	0	0	melee_flanker_shock	False	False	False	False	low	low	domination_cav			melee	1	1	False
wh3_dlc20_kho_cha_cultist_mkho_warshrine	10	wh2_main_body_70	2100	war_beast	25	com	wh3_main_unit_long_text_kho_cha_cultist_0	hu1c_dlc20_wsh1_warshrine_cultist_of_khorne_axe_shield	wh_main_infantry_standard_large_hero_blood	35	25	65	22468	wh3_dlc20_chs_mnt_warshrine_mkho	1	wh3_dlc20_chs_mon_warshrine_mkho		1	none	wh3_main_unit_short_text_kho_cha_cultist_0	wh_main_monster	trained			True	40	1500	wh3_dlc20_kho_cha_cultist_mkho_warshrine	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1	large	0	0	0	35	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_characters			melee	1	1	False
wh3_dlc20_kho_cha_valkia	10	wh2_main_heavy_metal_100	2100	inf_melee	50	com	wh3_dlc20_unit_long_text_kho_cha_valkia	hu16c_wh3_dlc20_valkia_spear_shield	wh3_dlc20_kho_cha_valkia	54	55	80	11184		0	wh3_dlc20_kho_cha_valkia		1	wh_missile_block_35_metal	wh3_dlc20_unit_short_text_kho_cha_valkia	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_kho_cha_valkia	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	35	0	0	15	0	flying_melee_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			melee	1	1	False
wh3_dlc20_nur_cha_cultist_mnur_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_main_unit_long_text_nur_cha_cultist	hu1_dlc20_wsh1_warshrine_cultist_of_nurgle_mace	wh_main_infantry_standard_large_hero_blood	30	35	65	24720	wh3_dlc20_chs_mnt_warshrine_mnur	1	wh3_dlc20_chs_mon_warshrine_mnur		1	none	wh3_main_unit_short_text_nur_cha_cultist	wh_main_monster	trained			True	40	1500	wh3_dlc20_nur_cha_cultist_mnur_warshrine	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_characters			melee	1	1	False
wh3_dlc20_nur_cha_festus	10	wh2_main_body_30	2100	inf_melee	20	com	wh3_dlc20_unit_long_text_nur_cha_festus	hu13e_wh3_dlc20_festus_staff	wh3_dlc20_nur_cha_festus	45	50	70	12424		0	wh3_dlc20_nur_cha_festus_staff_bottle		1	none	wh3_dlc20_unit_short_text_nur_cha_festus	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_nur_cha_festus	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_mage_highvalue	False	True	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc20_sla_cha_azazel	10	wh2_main_body_5	2100	inf_melee	45	com	wh3_dlc20_unit_long_text_sla_cha_azazel	hu6g_wh3_dlc20_azazel_sword	wh3_dlc20_sla_cha_azazel	70	55	80	12784		0	wh3_dlc20_sla_cha_azazel		1	none	wh3_dlc20_unit_short_text_sla_cha_azazel	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_sla_cha_azazel	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	large	0	0	0	0	0	25	0	0	flying_melee_mage_highvalue	False	True	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh3_dlc20_tze_cha_cultist_mtze_warshrine	10	wh2_main_body_60	2100	war_beast	25	com	wh3_main_unit_long_text_tze_cha_cultist	hu1_dlc20_wsh1_warshrine_cultist_of_tzeentch_staff_sword	wh_main_infantry_standard_large_hero_blood	35	30	55	21348	wh3_dlc20_chs_mnt_warshrine_mtze	1	wh3_dlc20_chs_mon_warshrine_mtze		1	none	wh3_main_unit_short_text_tze_cha_cultist	wh_main_monster	trained			True	40	1500	wh3_dlc20_tze_cha_cultist_mtze_warshrine	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	False	False	False	False	medium	medium	domination_characters			melee	1	1	False
wh3_dlc20_tze_cha_vilitch	10	wh2_main_heavy_metal_80	2100	inf_melee	30	com	wh3_dlc20_unit_long_text_tze_cha_vilitch	hu1g_wh3_dlc20_sword_flail_staff	wh3_dlc20_tze_cha_vilitch	55	55	70	9984		0	wh3_dlc20_tze_cha_vilitch		1	none	wh3_dlc20_unit_short_text_tze_cha_vilitch	wh_main_infantry_chaos_warriors	trained			True	40	1500	wh3_dlc20_tze_cha_vilitch	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	melee_mage_highvalue	False	True	False	False	high	high	domination_characters			skirmish	1	1	False
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bows	10	wh2_main_leather_45	2100	cavalry	20	cav_mis	wh3_dlc23_unit_long_text_chd_cav_hobgoblin_wolf_raiders	hu5_goblin_wf1_wolf_sword_bow	wh3_dlc23_chd_inf_hobgoblin_cav_blood	18	18	40	53	wh3_dlc23_chd_mnt_giant_wolf	120	wh3_dlc23_chd_hobgoblin_wolf_raider_sword	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bow	5	none	wh3_dlc23_unit_short_text_chd_cav_hobgoblin_wolf_raiders_bows	wh_main_cavalry_very_chaotic	trained			True	40	1500	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bows	60	80	0	vo_sel_chd_hobgoblin_wolf_raiders	vo_sel_cavalry	vo_sel_goblin_goblins	1	large	0	20	0	0	0	0	0	0	melee_flanker	True	False	False	False	low	low	domination_cav			skirmish	1	1	False
